"ErrorDescription";"Product2Id";"OrderId";"PricebookEntryId";"Quantity";"UnitPrice";"lineItemKey__c"
"No record found in object 'Orders' for lookup by column 'Items' = '41371943845482'.";"01t4T000000ypbPQAQ";"";"";"1";"14.99";"41371943845482"
"No record found in object 'Orders' for lookup by column 'Items' = '23397302916250'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"23397302916250"
"No record found in object 'Orders' for lookup by column 'Items' = '47723154945234'.";"01t4T000000ypbPQAQ";"";"";"1";"14.99";"47723154945234"
"No record found in object 'Orders' for lookup by column 'Items' = '08066389270922'.";"01t4T000000ypbPQAQ";"";"";"1";"14.99";"08066389270922"
"No record found in object 'Orders' for lookup by column 'Items' = '21400584667242'.";"01t4T000000ypbPQAQ";"";"";"1";"14.99";"21400584667242"
"No record found in object 'Orders' for lookup by column 'Items' = '68811190902882'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"68811190902882"
"No record found in object 'Orders' for lookup by column 'Items' = '41337738850018'.";"01t4T000000ypbPQAQ";"";"";"1";"14.99";"41337738850018"
"No record found in object 'Orders' for lookup by column 'Items' = '65479632989434'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"65479632989434"
"No record found in object 'Orders' for lookup by column 'Items' = '69086773097330'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"69086773097330"
"No record found in object 'Orders' for lookup by column 'Items' = '65536292842042'.";"01t4T000000ypbPQAQ";"";"";"1";"14.99";"65536292842042"
"No record found in object 'Orders' for lookup by column 'Items' = '54689491781426'.";"01t4T000000ypYQQAY";"";"";"1";"11.19";"54689491781426"
"No record found in object 'Orders' for lookup by column 'Items' = '56561541731234'.";"01t4T000000ypZmQAI";"";"";"2";"18.95";"56561541731234"
"No record found in object 'Orders' for lookup by column 'Items' = '41432072590034'.";"01t4T000000ypaAQAQ";"";"";"1";"19.99";"41432072590034"
"No record found in object 'Orders' for lookup by column 'Items' = '16875894732202'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"16875894732202"
"No record found in object 'Orders' for lookup by column 'Items' = '18620816707370'.";"01t4T000000ypZDQAY";"";"";"7";"12.99";"18620816707370"
"No record found in object 'Orders' for lookup by column 'Items' = '68726014642290'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"68726014642290"
"No record found in object 'Orders' for lookup by column 'Items' = '04342739653938'.";"01t4T000000ypZDQAY";"";"";"2";"12.99";"04342739653938"
"No record found in object 'Orders' for lookup by column 'Items' = '16661773419858'.";"01t4T000000ypZDQAY";"";"";"11";"12.99";"16661773419858"
"No record found in object 'Orders' for lookup by column 'Items' = '12563074061522'.";"01t4T000000ypZDQAY";"";"";"2";"12.99";"12563074061522"
"No record found in object 'Orders' for lookup by column 'Items' = '16920161049442'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"16920161049442"
"No record found in object 'Orders' for lookup by column 'Items' = '40637518186514'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"40637518186514"
"No record found in object 'Orders' for lookup by column 'Items' = '224'.";"";"";"";"1";"24.95";"224"
"No record found in object 'Orders' for lookup by column 'Items' = '224'.";"";"";"";"1";"24.95";"224"
"No record found in object 'Orders' for lookup by column 'Items' = '49890713981658'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"49890713981658"
"No record found in object 'Orders' for lookup by column 'Items' = '15789790327738'.";"01t4T000000ypbDQAQ";"";"";"1";"15.99";"15789790327738"
"No record found in object 'Orders' for lookup by column 'Items' = '69488533106026'.";"01t4T000000ypaAQAQ";"";"";"1";"19.99";"69488533106026"
"No record found in object 'Orders' for lookup by column 'Items' = '17258174517234'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"17258174517234"
"No record found in object 'Orders' for lookup by column 'Items' = '27231694556642'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"27231694556642"
"No record found in object 'Orders' for lookup by column 'Items' = '03377925048338'.";"01t4T000000ypaAQAQ";"";"";"1";"19.99";"03377925048338"
"No record found in object 'Orders' for lookup by column 'Items' = '47513205702226'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"47513205702226"
"No record found in object 'Orders' for lookup by column 'Items' = '34287062944274'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"34287062944274"
"No record found in object 'Orders' for lookup by column 'Items' = '50495460915642'.";"01t4T000000ypZzQAI";"";"";"1";"35.95";"50495460915642"
"No record found in object 'Orders' for lookup by column 'Items' = '14616078647122'.";"01t4T000000ypa2QAA";"";"";"1";"35.95";"14616078647122"
"No record found in object 'Orders' for lookup by column 'Items' = '47645956585066'.";"01t4T000000ypa3QAA";"";"";"1";"42.95";"47645956585066"
"No record found in object 'Orders' for lookup by column 'Items' = '52199908147226'.";"01t4T000000ypZjQAI";"";"";"1";"14.95";"52199908147226"
"No record found in object 'Orders' for lookup by column 'Items' = '48542931893450'.";"01t4T000000ypaAQAQ";"";"";"2";"19.99";"48542931893450"
"No record found in object 'Orders' for lookup by column 'Items' = '11208497001474'.";"01t4T000000ypZvQAI";"";"";"1";"39.95";"11208497001474"
"No record found in object 'Orders' for lookup by column 'Items' = '16307630491058'.";"01t4T000000ypZiQAI";"";"";"1";"12.99";"16307630491058"
"No record found in object 'Orders' for lookup by column 'Items' = '50634180161362'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"50634180161362"
"No record found in object 'Orders' for lookup by column 'Items' = '11630775094778'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"11630775094778"
"No record found in object 'Orders' for lookup by column 'Items' = '28520845485954'.";"01t4T000000ypaEQAQ";"";"";"1";"59.95";"28520845485954"
"No record found in object 'Orders' for lookup by column 'Items' = '09185437130850'.";"01t4T000000ypa5QAA";"";"";"1";"10.95";"09185437130850"
"No record found in object 'Orders' for lookup by column 'Items' = '04493418318866'.";"01t4T000000ypbDQAQ";"";"";"1";"15.99";"04493418318866"
"No record found in object 'Orders' for lookup by column 'Items' = '55924275347162'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"55924275347162"
"No record found in object 'Orders' for lookup by column 'Items' = '223612834059'.";"01t4T000000ypbIQAQ";"";"";"1";"69.99";"223612834059"
"No record found in object 'Orders' for lookup by column 'Items' = '51056169291578'.";"01t4T000000ypZgQAI";"";"";"1";"55.95";"51056169291578"
"No record found in object 'Orders' for lookup by column 'Items' = '19566512032978'.";"01t4T000000ypZhQAI";"";"";"1";"29.95";"19566512032978"
"No record found in object 'Orders' for lookup by column 'Items' = '223615447923'.";"";"";"";"1";"9.99";"223615447923"
"No record found in object 'Orders' for lookup by column 'Items' = '16184471460490'.";"01t4T000000ypaAQAQ";"";"";"1";"19.99";"16184471460490"
"No record found in object 'Orders' for lookup by column 'Items' = '29617363835482'.";"01t4T000000ypZlQAI";"";"";"1";"29.95";"29617363835482"
"No record found in object 'Orders' for lookup by column 'Items' = '223612834059'.";"01t4T000000ypYeQAI";"";"";"1";"69.99";"223612834059"
"No record found in object 'Orders' for lookup by column 'Items' = '45123307154410'.";"01t4T000000ypaAQAQ";"";"";"1";"19.99";"45123307154410"
"No record found in object 'Orders' for lookup by column 'Items' = '65068546332146'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"65068546332146"
"No record found in object 'Orders' for lookup by column 'Items' = '36555281054770'.";"01t4T000000ypayQAA";"";"";"1";"14.99";"36555281054770"
"No record found in object 'Orders' for lookup by column 'Items' = '13454039027570'.";"01t4T000000ypayQAA";"";"";"1";"14.99";"13454039027570"
"No record found in object 'Orders' for lookup by column 'Items' = '68213514930058'.";"01t4T000000ypayQAA";"";"";"1";"14.99";"68213514930058"
"No record found in object 'Orders' for lookup by column 'Items' = '13026375154394'.";"01t4T000000ypa5QAA";"";"";"1";"10.95";"13026375154394"
"No record found in object 'Orders' for lookup by column 'Items' = '05589624203026'.";"01t4T000000ypayQAA";"";"";"1";"14.99";"05589624203026"
"No record found in object 'Orders' for lookup by column 'Items' = '59337251867810'.";"01t4T000000ypayQAA";"";"";"1";"14.99";"59337251867810"
"No record found in object 'Orders' for lookup by column 'Items' = '223616816641'.";"";"";"";"1";"15.99";"223616816641"
"No record found in object 'Orders' for lookup by column 'Items' = '223614251042'.";"";"";"";"1";"24.99";"223614251042"
"No record found in object 'Orders' for lookup by column 'Items' = '223612847092'.";"01t4T000000ypadQAA";"";"";"1";"59.95";"223612847092"
"No record found in object 'Orders' for lookup by column 'Items' = '223612847092'.";"01t4T000000ypadQAA";"";"";"1";"59.95";"223612847092"
"No record found in object 'Orders' for lookup by column 'Items' = '223614251042'.";"";"";"";"1";"24.99";"223614251042"
"No record found in object 'Orders' for lookup by column 'Items' = '51827680063570'.";"01t4T000000ypaAQAQ";"";"";"1";"19.99";"51827680063570"
"No record found in object 'Orders' for lookup by column 'Items' = '223615451182'.";"";"";"";"1";"8.99";"223615451182"
"No record found in object 'Orders' for lookup by column 'Items' = '38309213674530'.";"01t4T000000ypa4QAA";"";"";"1";"59.95";"38309213674530"
"No record found in object 'Orders' for lookup by column 'Items' = '223614251042'.";"";"";"";"1";"24.99";"223614251042"
"No record found in object 'Orders' for lookup by column 'Items' = '29551877817034'.";"01t4T000000ypa4QAA";"";"";"1";"79.95";"29551877817034"
"No record found in object 'Orders' for lookup by column 'Items' = '223615327706'.";"01t4T000000ypbAQAQ";"";"";"1";"12.99";"223615327706"
"No record found in object 'Orders' for lookup by column 'Items' = '2572642287678'.";"";"";"";"1";"19.99";"2572642287678"
"No record found in object 'Orders' for lookup by column 'Items' = '223614251042'.";"";"";"";"1";"24.99";"223614251042"
"No record found in object 'Orders' for lookup by column 'Items' = '35254295850002'.";"01t4T000000ypZDQAY";"";"";"1";"12.99";"35254295850002"
"No record found in object 'Orders' for lookup by column 'Items' = '223634463927'.";"";"";"";"1";"49.99";"223634463927"
"No record found in object 'Orders' for lookup by column 'Items' = '39002794765802'.";"01t4T000000ypbKQAQ";"";"";"1";"14.99";"39002794765802"
"No record found in object 'Orders' for lookup by column 'Items' = '07307102523018'.";"01t4T000000ypaBQAQ";"";"";"1";"69.99";"07307102523018"
"No record found in object 'Orders' for lookup by column 'Items' = '33969892378314'.";"01t4T000000ypajQAA";"";"";"1";"13.99";"33969892378314"
"No record found in object 'Orders' for lookup by column 'Items' = '25889721668042'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"25889721668042"
"No record found in object 'Orders' for lookup by column 'Items' = '24182400465938'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"24182400465938"
"No record found in object 'Orders' for lookup by column 'Items' = '43820250052818'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"43820250052818"
"No record found in object 'Orders' for lookup by column 'Items' = '07361173028426'.";"01t4T000000ypb6QAA";"";"";"1";"14.99";"07361173028426"
"No record found in object 'Orders' for lookup by column 'Items' = '00518518280034'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"00518518280034"
"No record found in object 'Orders' for lookup by column 'Items' = '43396392865818'.";"01t4T000000ypaEQAQ";"";"";"1";"59.95";"43396392865818"
"No record found in object 'Orders' for lookup by column 'Items' = '223634375867'.";"";"";"";"1";"32.99";"223634375867"
"No record found in object 'Orders' for lookup by column 'Items' = '31943916810890'.";"01t4T000000ypbDQAQ";"";"";"1";"15.99";"31943916810890"
"No record found in object 'Orders' for lookup by column 'Items' = '53575009712338'.";"01t4T000000ypaEQAQ";"";"";"1";"59.95";"53575009712338"
"No record found in object 'Orders' for lookup by column 'Items' = '223614251042'.";"";"";"";"1";"14.99";"223614251042"
"No record found in object 'Orders' for lookup by column 'Items' = '13510093556514'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"13510093556514"
"No record found in object 'Orders' for lookup by column 'Items' = '36780168078906'.";"01t4T000000ypa5QAA";"";"";"1";"10.95";"36780168078906"
"No record found in object 'Orders' for lookup by column 'Items' = '62889999564666'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"62889999564666"
"No record found in object 'Orders' for lookup by column 'Items' = '35454439605618'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"35454439605618"
"No record found in object 'Orders' for lookup by column 'Items' = '67459971664874'.";"01t4T000000ypaAQAQ";"";"";"1";"19.99";"67459971664874"
"No record found in object 'Orders' for lookup by column 'Items' = '223612834059'.";"01t4T000000ypbIQAQ";"";"";"1";"69.99";"223612834059"
"No record found in object 'Orders' for lookup by column 'Items' = '223614251042'.";"";"";"";"1";"24.99";"223614251042"
"No record found in object 'Orders' for lookup by column 'Items' = '45642764217042'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"45642764217042"
"No record found in object 'Orders' for lookup by column 'Items' = '02968006013682'.";"01t4T000000ypaEQAQ";"";"";"1";"59.95";"02968006013682"
"No record found in object 'Orders' for lookup by column 'Items' = '00386654595946'.";"01t4T000000ypZqQAI";"";"";"1";"18.95";"00386654595946"
"No record found in object 'Orders' for lookup by column 'Items' = '10867275026042'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"10867275026042"
"No record found in object 'Orders' for lookup by column 'Items' = '223615351390'.";"01t4T000000ypZGQAY";"";"";"1";"15.99";"223615351390"
"No record found in object 'Orders' for lookup by column 'Items' = '223634375867'.";"";"";"";"1";"32.99";"223634375867"
"No record found in object 'Orders' for lookup by column 'Items' = '223615451182'.";"";"";"";"1";"8.99";"223615451182"
"No record found in object 'Orders' for lookup by column 'Items' = '36196850649962'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"36196850649962"
"No record found in object 'Orders' for lookup by column 'Items' = '223634375867'.";"";"";"";"1";"32.99";"223634375867"
"No record found in object 'Orders' for lookup by column 'Items' = '40047317968546'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"40047317968546"
"No record found in object 'Orders' for lookup by column 'Items' = '25432705586138'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"25432705586138"
"No record found in object 'Orders' for lookup by column 'Items' = '223614251042'.";"";"";"";"1";"14.99";"223614251042"
"No record found in object 'Orders' for lookup by column 'Items' = '39159610709762'.";"01t4T000000ypYoQAI";"";"";"2";"14.99";"39159610709762"
"No record found in object 'Orders' for lookup by column 'Items' = '223615327706'.";"01t4T000000ypbAQAQ";"";"";"1";"12.99";"223615327706"
"No record found in object 'Orders' for lookup by column 'Items' = '19908785394402'.";"01t4T000000ypb3QAA";"";"";"2";"17.99";"19908785394402"
"No record found in object 'Orders' for lookup by column 'Items' = '18683936427474'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"18683936427474"
"No record found in object 'Orders' for lookup by column 'Items' = '223614251042'.";"";"";"";"1";"24.99";"223614251042"
"No record found in object 'Orders' for lookup by column 'Items' = '58411001592530'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"58411001592530"
"No record found in object 'Orders' for lookup by column 'Items' = '43637438615906'.";"01t4T000000ypYoQAI";"";"";"1";"14.99";"43637438615906"
"No record found in object 'Orders' for lookup by column 'Items' = '1696031453'.";"01t4T000000ypYfQAI";"";"";"1";"40";"1696031453"
"No record found in object 'Orders' for lookup by column 'Items' = '223634375867'.";"";"";"";"1";"34.99";"223634375867"
"No record found in object 'Orders' for lookup by column 'Items' = '426233462'.";"01t4T000000ypYkQAI";"";"";"1";"12.99";"426233462"
